student_code,gpa,failed_subjects,credits_completed,attendance_rate,login_count,assignment_submitted,assignment_missing,forum_posts,video_views,learning_hours,academic_score,attendance_score,engagement_score,dropout_risk
SV1254,6.13,2,113,90.76,27,12,0,5,30,0.0,0.6691,0.9076000000000001,0.7691795542406006,1
SV1255,7.67,0,119,88.89,27,11,3,3,24,10.9,0.8369,0.8889,0.6289198279643862,0
SV1256,7.15,1,107,89.77,25,6,1,3,24,20.7,0.7705000000000001,0.8976999999999999,0.6452961083514304,0
SV1257,5.94,1,83,83.45,29,8,2,2,28,3.5,0.6858000000000001,0.8345,0.6513746811533313,0
SV1258,6.3,0,85,76.91,29,4,1,0,30,2.4,0.7409999999999999,0.7691,0.6331928332442498,0
SV1259,4.44,2,77,68.87,27,9,4,4,38,13.3,0.5508,0.6887000000000001,0.6688299163357303,0
SV1260,6.14,0,140,49.53,14,9,1,6,24,20.3,0.7298,0.4953,0.6362748965681826,0
SV1261,6.1,0,107,83.09,37,9,0,3,36,14.0,0.727,0.8309000000000001,0.8301551532578831,0
SV1262,,1,76,80.79,28,8,3,3,25,0.6,0.7494999999999999,0.8079000000000001,0.6161862158594997,1
SV1263,5.67,1,104,86.36,24,8,0,5,29,1.9,0.6668999999999999,0.8636,0.7463414006511223,0
SV1264,7.21,0,60,57.94,28,5,0,7,31,12.6,0.8047,0.5794,0.8070952476363733,0
SV1265,8.02,0,135,87.68,32,15,2,1,33,4.9,0.8613999999999999,0.8768,0.7116994611573876,0
SV1266,6.73,0,70,100.0,24,8,0,4,24,12.8,0.7711,1.0,0.7099777660436841,1
SV1267,7.03,0,105,79.18,22,8,4,3,26,13.2,0.7921,0.7918000000000001,0.5599038853219499,0
SV1268,6.58,0,122,77.08,27,11,2,6,28,9.1,0.7605999999999999,0.7707999999999999,0.7121865535123653,0
SV1269,,5,102,82.64,23,11,1,2,24,22.9,0.605,0.8264,0.6432741665345141,1
SV1270,5.42,2,93,100.0,31,8,3,2,26,15.5,0.6194,1.0,0.6253879903856203,1
SV1271,6.97,2,90,62.65,24,10,5,7,31,19.3,0.7279,0.6265,0.6493717332176924,0
SV1272,6.35,0,88,81.05,28,8,0,4,30,17.5,0.7444999999999999,0.8105,0.7616407360041318,1
SV1273,9.64,0,73,66.01,21,5,4,4,30,11.1,0.9748000000000001,0.6601,0.5411800577467711,0
SV1274,8.86,0,77,69.79,25,11,3,3,24,10.8,0.9201999999999999,0.6979000000000001,0.6167247063106086,0
SV1275,7.08,0,134,77.26,23,17,3,5,26,10.2,0.7955999999999999,0.7726000000000001,0.6666075094977818,0
SV1276,5.36,3,87,98.21,35,8,4,4,32,16.1,0.5851999999999999,0.9821,0.6800812651210907,0
SV1277,4.83,0,66,100.0,33,11,0,2,28,8.1,0.6380999999999999,1.0,0.75576492009725,0
SV1278,8.29,0,75,84.72,24,8,2,2,26,22.4,0.8802999999999999,0.8472,0.6117959681345899,0
SV1279,6.89,0,123,72.35,21,7,6,4,22,7.5,0.7823,0.7234999999999999,0.49797882349528344,0
SV1280,7.22,0,110,100.0,30,6,0,4,31,13.3,0.8053999999999999,1.0,0.7783812954333963,0
SV1281,3.88,3,107,71.59,24,17,3,6,37,10.6,0.48160000000000003,0.7159,0.7363414315850014,1
SV1282,7.89,0,82,69.43,28,10,4,3,38,9.3,0.8522999999999998,0.6943,0.6700823244507452,0
SV1283,7.18,0,107,51.38,17,8,4,4,26,25.0,0.8026,0.5138,0.5430524435842004,0
SV1284,4.83,0,71,98.94,36,13,0,7,26,9.4,0.6380999999999999,0.9894,0.8331485112714951,0
SV1285,5.79,0,82,92.52,30,9,1,1,27,10.2,0.7052999999999999,0.9251999999999999,0.6792904211413774,0
SV1286,6.9,1,119,100.0,24,11,0,3,29,8.0,0.753,1.0,0.7190686894940944,0
SV1287,6.58,0,116,57.16,17,12,5,7,22,12.2,0.7605999999999999,0.5716,0.581465993128717,1
SV1288,6.06,3,61,99.87,29,14,0,3,32,11.4,0.6342,0.9987,0.763192864747191,1
SV1289,6.34,0,64,79.05,35,11,2,1,32,5.3,0.7438,0.7905,0.7109670459125988,0
SV1290,6.12,0,93,90.09,27,11,0,6,26,9.5,0.7283999999999999,0.9009,0.7646340958383973,0
SV1291,6.73,1,140,53.28,16,13,2,5,20,15.7,0.7411000000000001,0.5328,0.6033185176122242,1
SV1292,8.71,0,33,100.0,36,10,0,5,32,18.2,0.9097,1.0,0.8331485039002314,0
SV1293,2.65,1,98,89.8,26,6,0,3,24,12.1,0.4555,0.898,0.7085365086341054,1
SV1294,6.14,0,49,77.42,25,15,0,4,24,12.4,0.7298,0.7742,0.7160753502039018,1
SV1295,6.76,0,71,87.68,25,20,4,7,26,9.8,0.7731999999999999,0.8768,0.6994086923893922,0
SV1296,6.94,0,79,66.52,25,12,5,3,32,9.0,0.7858,0.6652,0.6211555745785374,0
SV1297,5.94,1,77,69.31,20,12,6,2,25,6.5,0.6858000000000001,0.6931,0.5295269542367356,1
SV1298,3.86,0,74,71.05,19,11,0,3,26,2.7,0.5702,0.7105,0.6749445220332042,0
SV1299,6.99,0,90,50.21,23,8,2,4,28,7.8,0.7893,0.5021,0.6420620409853874,0
SV1300,9.09,0,74,90.93,32,10,1,3,30,17.4,0.9362999999999999,0.9093000000000001,0.7360309974935018,0
SV1301,,2,46,95.87,33,11,0,3,36,9.5,0.534,0.9587,0.8057649180311346,1
SV1302,7.8,0,113,67.48,26,12,1,3,24,9.9,0.8459999999999999,0.6748000000000001,0.6777673161291656,0
SV1303,6.01,0,113,83.22,30,19,1,4,25,9.8,0.7206999999999999,0.8321999999999999,0.7311086164471602,0
SV1304,6.41,0,115,74.02,21,11,3,7,26,19.5,0.7486999999999999,0.7402,0.6559708214741284,0
SV1305,4.92,3,44,82.92,30,10,0,7,25,6.4,0.5544,0.8292,0.7920176826372463,1
SV1306,6.0,0,99,68.59,19,10,1,3,22,13.7,0.72,0.6859000000000001,0.6203990712067577,0
SV1307,8.45,0,110,64.75,19,15,2,5,32,11.6,0.8915,0.6475,0.6824311655524623,1
SV1308,7.37,1,59,93.78,26,6,2,1,31,12.4,0.7858999999999999,0.9378,0.6130819941024185,0
SV1309,9.1,0,90,77.04,27,9,3,3,28,13.5,0.9369999999999998,0.7704000000000001,0.632815928896247,0
SV1310,8.27,0,87,100.0,22,11,0,0,26,12.3,0.8789,1.0,0.6523281173237875,0
SV1311,7.16,0,140,78.69,32,6,3,2,29,16.8,0.8011999999999999,0.7868999999999999,0.6208794871131834,0
SV1312,9.12,0,140,64.11,22,11,3,0,27,185.39999999999998,0.9383999999999999,0.6411,0.5711592999663057,1
SV1313,7.16,0,40,96.4,25,9,0,6,26,22.5,0.8011999999999999,0.9640000000000001,0.7524389661038133,0
SV1314,7.74,1,140,87.46,34,17,0,7,35,12.3,0.8118,0.8745999999999999,0.8618624868368746,0
SV1315,6.06,0,63,88.9,24,7,3,2,30,1.8,0.7242,0.889,0.5899777899031846,1
SV1316,6.6,0,119,95.86,24,18,0,3,27,15.8,0.7619999999999999,0.9586,0.7099777947512089,0
SV1317,5.45,0,119,68.21,22,13,4,7,22,14.4,0.6815,0.6820999999999999,0.6354832076437837,0
SV1318,7.98,0,60,76.09,18,11,2,0,29,12.2,0.8586,0.7609,0.5800357861323493,0
SV1319,4.73,3,105,75.43,30,3,0,4,28,10.4,0.5411,0.7543000000000001,0.7647448654403166,1
SV1320,7.67,0,87,58.64,20,3,3,3,24,0.0,0.8369,0.5864,0.4719511770061008,0
SV1321,6.21,0,107,74.05,21,10,1,7,24,0.3,0.7346999999999999,0.7404999999999999,0.69623055133161,0
SV1322,8.26,0,97,98.05,30,9,1,4,28,21.9,0.8781999999999999,0.9804999999999999,0.7247449627736091,0
SV1323,7.63,0,126,,27,12,1,7,34,8.5,0.8341000000000001,0.8156,0.7838648709643193,0
SV1324,9.23,0,92,57.81,24,15,3,1,29,17.8,0.9460999999999999,0.5781000000000001,0.6251293158791545,1
SV1325,7.6,0,85,54.66,16,10,2,2,18,2.4,0.8319999999999999,0.5466,0.5399851835378444,1
SV1326,4.14,2,123,100.0,29,9,0,3,34,5.7,0.5297999999999999,1.0,0.7722837577584756,1
SV1327,6.4,1,107,76.65,27,3,1,5,28,16.1,0.718,0.7665000000000001,0.6600886036896523,0
SV1328,4.74,0,112,68.29,23,10,7,1,22,11.4,0.6317999999999999,0.6829000000000001,0.4891743629486378,0
SV1329,5.72,1,70,73.89,25,21,0,1,30,15.2,0.6703999999999999,0.7389,0.7024389972857581,1
SV1330,8.77,0,59,55.84,24,12,1,6,20,11.9,0.9138999999999999,0.5584,0.6882994638968762,0
SV1331,7.46,0,73,99.35,27,19,0,6,28,10.8,0.8222,0.9934999999999999,0.7737250200336974,0
SV1332,5.45,1,71,72.1,24,10,4,4,27,7.9,0.6515,0.721,0.6093284446762481,1
SV1333,4.98,0,114,98.51,29,10,1,2,36,4.8,0.6486000000000001,0.9851000000000001,0.7313746792690335,0
SV1334,6.55,0,119,78.77,28,7,3,4,33,20.4,0.7585,0.7877,0.6552771213305747,0
SV1335,4.68,1,85,99.44,31,15,0,3,30,21.4,0.5975999999999999,0.9944,0.7662970794214327,1
SV1336,5.49,1,133,81.85,23,7,3,4,24,5.8,0.6543000000000001,0.8184999999999999,0.5838802272167919,0
SV1337,6.97,2,131,90.8,13,6,0,8,24,5.4,0.7279,0.9079999999999999,0.6974500298680233,1
SV1338,8.23,3,97,88.79,33,11,0,1,32,9.9,0.7861,0.8879,0.7603103754691508,1
SV1339,7.41,0,65,87.35,27,7,2,4,28,14.0,0.8187,0.8734999999999999,0.657563392836153,0
SV1340,3.06,0,137,83.22,31,18,1,4,30,10.9,0.5142,0.8321999999999999,0.7588808169612471,0
SV1341,6.96,0,88,74.51,20,8,3,3,26,15.0,0.7871999999999999,0.7451000000000001,0.5719511836865384,0
SV1342,6.61,0,94,100.0,29,7,0,5,32,11.7,0.7626999999999999,1.0,0.7904655609691571,0
SV1343,7.12,0,80,64.4,28,9,8,2,27,11.3,0.7984,0.644,0.5324963913098968,1
SV1344,8.92,0,63,78.06,25,9,1,2,22,26.5,0.9243999999999999,0.7806000000000001,0.6397117071928841,0
SV1345,3.41,5,46,78.22,20,6,2,2,28,8.8,0.3887,0.7822,0.5764966282113339,1
SV1346,5.61,1,109,84.04,24,9,0,4,23,21.8,0.6627000000000001,0.8404,0.7054323171570897,0
SV1347,7.39,0,66,71.56,25,4,0,2,26,20.7,0.8172999999999999,0.7156,0.6978934609615004,0
SV1348,4.13,1,140,82.72,18,13,1,2,24,15.0,0.5590999999999999,0.8271999999999999,0.6175482711869177,0
SV1349,8.71,0,57,75.47,20,17,2,4,21,0.4,0.9097,0.7547,0.6298459274152177,0
SV1350,7.05,0,52,54.27,21,12,3,7,24,12.2,0.7934999999999999,0.5427000000000001,0.6525941994197627,0
SV1351,7.77,0,105,78.14,24,7,0,5,22,8.9,0.8438999999999999,0.7814,0.7145232124132257,0
SV1352,5.64,3,136,61.49,22,10,1,5,29,12.1,0.6047999999999999,0.6149,0.697782659575854,1
SV1353,7.72,0,92,51.98,18,10,3,4,20,5.6,0.8404,0.5197999999999999,0.5629029173374208,0
SV1354,8.1,0,107,80.05,22,17,6,4,20,16.5,0.867,0.8005,0.5752530376799071,0
SV1355,6.85,0,35,85.32,21,7,0,2,30,17.9,0.7794999999999999,0.8532,0.6916850782796664,0
SV1356,6.85,0,70,85.9,30,8,0,3,27,19.0,0.7794999999999999,0.8590000000000001,0.7465631319347688,0
SV1357,6.91,1,58,86.51,28,8,4,5,24,9.7,0.7537,0.8651000000000001,0.6146710661923735,0
SV1358,5.2,0,33,49.01,19,11,3,1,22,5.6,0.6639999999999999,0.4901,0.5437757076715899,1
SV1359,6.28,0,94,57.58,21,8,3,3,24,14.1,0.7396,0.5758,0.5689578356291296,1
SV1360,6.27,0,23,100.0,27,8,0,2,26,22.5,0.7388999999999999,1.0,0.7100886326152593,0
SV1361,7.08,0,50,62.29,26,7,3,3,28,12.4,0.7955999999999999,0.6229,0.606718365069359,1
SV1362,8.0,0,74,87.16,28,4,5,4,33,14.7,0.8599999999999999,0.8715999999999999,0.5530549073552653,0
SV1363,4.91,1,65,67.7,26,11,3,5,31,10.6,0.6136999999999999,0.677,0.6819131730259274,0
SV1364,6.31,0,102,79.2,32,11,0,6,32,9.0,0.7417,0.792,0.8223946266257336,0
SV1365,8.72,0,99,68.5,21,10,4,0,26,15.9,0.9104000000000001,0.685,0.5319448581666557,0
SV1366,5.38,0,117,86.42,28,15,0,11,28,11.4,0.6766,0.8642,0.8480043872300234,0
SV1367,5.27,2,113,80.05,25,12,2,0,28,14.4,0.6088999999999999,0.8005,0.622568863419733,1
SV1368,6.8,0,124,71.28,21,11,1,3,20,15.0,0.7759999999999999,0.7128,0.626533589508836,0
SV1369,7.77,0,90,62.25,27,14,5,8,32,14.1,0.8438999999999999,0.6225,0.7139164102411102,0
SV1370,6.52,0,99,82.02,27,10,1,4,24,15.3,0.7564,0.8201999999999999,0.6919068291028596,0
SV1371,8.49,0,105,59.81,31,8,3,3,30,6.9,0.8942999999999999,0.5981000000000001,0.6572061705509098,0
SV1372,7.79,2,94,84.41,35,12,1,2,30,6.5,0.7853,0.8441,0.7462817278273627,0
SV1373,7.76,0,78,100.0,34,9,0,1,32,11.7,0.8432,1.0,0.7664079282152332,0
SV1374,7.33,0,80,98.25,30,12,0,6,27,11.9,0.8130999999999999,0.9825,0.7874722357915149,0
SV1375,9.99,0,65,88.78,25,7,0,4,26,8.9,0.9992999999999999,0.8878,0.7251662286120152,0
SV1376,6.19,0,103,76.72,26,6,1,3,23,13.4,0.7333,0.7672,0.6468482147361704,0
SV1377,3.49,1,87,48.92,15,12,1,2,24,17.4,0.5143,0.4892,0.5970577846366949,1
SV1378,8.91,0,70,58.17,22,12,1,1,26,19.1,0.9237,0.5817,0.6351952569125194,0
SV1379,5.81,0,70,97.24,29,11,2,1,34,20.5,0.7066999999999999,0.9723999999999999,0.6834725898355638,0
SV1380,6.66,0,54,66.15,12,11,1,11,25,4.1,0.7662,0.6615000000000001,0.7034737134511355,1
SV1381,8.46,0,119,67.51,29,17,4,2,30,5.0,0.8922000000000001,0.6751,0.664275130427649,1
SV1382,4.1,2,92,75.52,26,6,1,1,24,10.3,0.5269999999999999,0.7552,0.6241209443849304,1
SV1383,4.62,2,64,62.07,30,9,0,4,23,12.5,0.5634,0.6207,0.7420176821184222,0
SV1384,4.1,0,114,59.6,22,9,6,3,27,10.6,0.587,0.596,0.5377826793196534,1
SV1385,5.31,2,73,77.24,22,7,0,2,23,8.7,0.6116999999999999,0.7724,0.6659644580115139,0
SV1386,7.16,1,48,64.63,16,10,5,7,22,10.2,0.7712,0.6463,0.5596821566232434,0
SV1387,7.29,0,121,66.88,19,11,3,1,24,14.9,0.8103,0.6688,0.5528666165558874,1
SV1388,6.91,0,74,66.28,24,8,4,8,25,4.0,0.7837000000000001,0.6628000000000001,0.6357353645170503,0
SV1389,4.38,2,78,85.84,36,9,0,1,40,26.1,0.5466,0.8584,0.8149666854062008,0
SV1390,3.03,3,91,74.52,24,9,3,4,25,12.1,0.4221,0.7452,0.6145232454858288,0
SV1391,6.58,2,124,75.32,28,9,0,4,25,18.3,0.7006,0.7532,0.7389134693489423,0
SV1392,5.79,1,91,86.95,30,8,1,3,27,8.5,0.6753,0.8695,0.7021186979841496,0
SV1393,,0,54,75.87,23,12,0,4,32,15.4,0.8033000000000001,0.7587,0.7402438574206487,0
SV1394,7.55,0,106,73.83,27,8,3,4,24,12.6,0.8285,0.7383,0.6191795629871565,0
SV1395,6.71,0,75,85.06,17,10,0,6,20,17.1,0.7697,0.8506,0.6763857572802543,0
SV1396,7.64,0,140,88.02,18,17,0,6,27,10.8,0.8348,0.8802,0.7143015156727699,0
SV1397,6.84,1,90,75.79,25,14,0,5,20,21.3,0.7487999999999999,0.7579,0.7115298929272393,0
SV1398,7.3,0,23,79.21,24,12,2,2,22,3.0,0.8109999999999999,0.7920999999999999,0.6164713007333403,0
SV1399,5.44,0,101,66.27,25,8,3,5,34,17.7,0.6808000000000001,0.6627,0.6660753481515609,0
SV1400,6.23,4,140,65.09,29,9,3,3,32,12.7,0.6161,0.6509,0.6631928683186197,1
SV1401,6.8,1,137,89.54,28,2,0,4,31,5.9,0.746,0.8954000000000001,0.7661860404463743,0
SV1402,7.73,0,140,84.67,28,11,1,3,35,23.7,0.8411,0.8467,0.7373983319292887,0
SV1403,5.91,2,59,84.83,29,13,0,4,22,23.1,0.6537,0.8482999999999999,0.7313746805245958,1
SV1404,,0,117,82.21,28,11,1,3,28,0.0,0.8095999999999999,0.8220999999999999,0.7055801508342474,1
SV1405,6.1,0,68,78.69,24,12,6,3,43,13.1,0.727,0.7868999999999999,0.6493717398996628,0
SV1406,6.32,0,97,88.45,29,7,1,7,34,16.2,0.7424,0.8845000000000001,0.7768292080396978,0
SV1407,7.74,1,52,92.03,23,7,2,2,32,14.7,0.8118,0.9203,0.6240822425038043,1
SV1408,3.51,0,71,91.67,27,6,0,5,26,21.1,0.5457,0.9167000000000001,0.7509977031386804,0
SV1409,4.56,2,70,76.49,33,5,2,5,32,19.8,0.5591999999999999,0.7648999999999999,0.7005701063175261,1
SV1410,4.28,0,117,98.8,22,8,1,4,24,13.6,0.5996,0.988,0.6533382104392875,0
SV1411,3.0,2,114,81.43,33,7,1,2,30,25.7,0.44999999999999996,0.8143,0.7148558215951861,0
SV1412,,2,98,87.49,26,9,0,4,23,17.6,0.6235999999999999,0.8748999999999999,0.7176274388108672,0
SV1413,7.62,0,49,82.23,20,13,2,4,26,9.9,0.8333999999999999,0.8223,0.6413451251759775,0
SV1414,6.07,2,81,81.71,27,11,1,3,38,8.7,0.6648999999999999,0.8170999999999999,0.7449371344288462,0
SV1415,6.8,1,68,66.96,16,14,4,5,21,19.5,0.746,0.6696,0.5723084223259773,0
SV1416,8.13,0,116,88.52,27,8,0,2,24,7.2,0.8691,0.8852,0.7009977237309618,0
SV1417,8.49,0,125,100.0,26,13,0,4,26,9.5,0.8942999999999999,1.0,0.7312638158125245,0
SV1418,6.4,3,122,72.38,31,7,5,7,32,10.6,0.6579999999999999,0.7238,0.6632667784480629,1
SV1419,8.53,0,67,79.06,25,11,2,3,28,14.1,0.8971,0.7906,0.6590823446685049,0
SV1420,6.64,0,8,71.31,26,10,1,5,30,10.8,0.7647999999999999,0.7131000000000001,0.7267183573255578,0
SV1421,5.24,2,37,70.68,17,11,0,4,26,4.1,0.6068,0.7068000000000001,0.6763857627761211,1
SV1422,5.61,1,133,100.0,31,15,0,4,28,19.0,0.6627000000000001,1.0,0.7708425329338294,1
SV1423,4.28,3,78,67.91,21,13,2,3,20,9.6,0.5096,0.6790999999999999,0.6065335969532795,1
SV1424,5.17,0,67,70.89,21,3,2,3,26,24.1,0.6618999999999999,0.7089,0.5271396320506244,1
SV1425,5.96,0,139,54.19,23,9,3,2,22,13.8,0.7172,0.5418999999999999,0.567516596539105,0
SV1426,7.71,0,128,66.64,19,15,1,8,24,19.6,0.8396999999999999,0.6664,0.7090354380585129,0
SV1427,9.08,0,91,52.37,25,7,7,7,28,15.8,0.9356,0.5236999999999999,0.5751662675435315,0
SV1428,4.43,0,81,87.48,18,13,0,2,26,19.9,0.6100999999999999,0.8748,0.6552106044040258,0
SV1429,7.09,0,86,100.0,34,11,0,4,34,15.4,0.7963,1.0,0.8164079323704201,0
SV1430,4.94,0,97,72.5,30,12,1,4,27,13.4,0.6457999999999999,0.725,0.7294302851598613,0
SV1431,7.21,1,138,53.0,20,5,4,3,29,18.6,0.7746999999999999,0.53,0.5169006800810394,0
SV1432,6.3,1,103,91.5,23,15,0,0,20,26.9,0.711,0.915,0.631152961194752,0
SV1433,3.75,2,112,67.1,24,5,3,8,26,10.4,0.5025,0.6709999999999999,0.6236141432647567,1
SV1434,,0,125,97.49,35,7,0,2,34,16.8,0.8522999999999998,0.9749,0.7952327476247042,0
SV1435,5.59,1,55,73.77,15,8,1,5,20,12.0,0.6613,0.7376999999999999,0.6061098292791655,0
SV1436,5.7,0,113,68.52,30,6,4,5,32,15.0,0.6990000000000001,0.6851999999999999,0.6365631549388973,0
SV1437,4.9,0,81,75.33,29,11,2,4,32,12.3,0.643,0.7533,0.7152907681413493,0
SV1438,5.52,1,15,89.37,31,10,0,0,30,0.0,0.6563999999999999,0.8937,0.7253879788980185,1
SV1439,7.14,0,26,74.59,23,9,4,3,20,10.8,0.7998,0.7459,0.5489851306728033,1
SV1440,6.22,0,59,70.55,25,13,5,3,28,18.0,0.7353999999999999,0.7055,0.6095097050819744,1
SV1441,6.99,0,106,75.02,26,9,3,4,32,7.4,0.7893,0.7502,0.6585365482346476,0
SV1442,7.04,0,93,58.92,21,8,4,3,30,17.5,0.7928,0.5892000000000001,0.5719881422636561,0
SV1443,8.48,0,96,83.96,29,11,0,4,26,13.1,0.8936,0.8395999999999999,0.7495564926987862,0
SV1444,5.99,2,140,,16,19,3,4,21,10.9,0.6593,0.512,0.5930154958541883,1
SV1445,4.28,1,52,71.34,17,8,0,8,22,17.4,0.5696000000000001,0.7134,0.7127493809579426,1
SV1446,8.1,0,89,89.39,29,9,4,4,38,16.1,0.867,0.8939,0.6810250379895079,0
SV1447,6.0,0,99,82.55,25,9,2,2,28,14.5,0.72,0.8255,0.6342571673664369,0
SV1448,8.17,0,68,86.85,24,14,1,1,28,18.1,0.8718999999999999,0.8684999999999999,0.6605838550666361,0
SV1449,7.08,0,91,,22,11,3,4,31,13.2,0.7955999999999999,0.7702,0.643886567321678,1
SV1450,6.3,1,42,95.55,25,15,1,2,24,2.1,0.711,0.9555,0.6638026286396793,0
SV1451,7.02,1,132,91.87,30,10,2,2,28,185.39999999999998,0.7614,0.9187000000000001,0.6708055795357747,1
SV1452,9.43,0,70,84.69,26,15,0,2,22,1.2,0.9601,0.8469,0.6858092773531043,0
SV1453,9.62,0,140,91.91,36,8,1,2,31,15.9,0.9733999999999998,0.9190999999999999,0.7432495183173828,0
SV1454,6.6,1,89,89.26,26,3,0,3,26,17.4,0.732,0.8926000000000001,0.7176273508517697,1
SV1455,6.74,0,121,71.41,26,10,5,2,30,17.7,0.7718,0.7141,0.5888395884458493,1
SV1456,8.11,0,88,57.84,11,10,4,3,16,14.9,0.8676999999999999,0.5784,0.46642379266636347,1
SV1457,5.23,2,89,84.31,21,6,0,5,24,185.39999999999998,0.6061,0.8431000000000001,0.7053214292930503,0
SV1458,7.0,0,72,86.19,35,11,2,2,26,2.5,0.7899999999999999,0.8619,0.6973306816564006,0
SV1459,6.46,0,94,94.36,27,9,0,7,28,11.4,0.7522,0.9436,0.7873613590385828,0
SV1460,6.97,0,100,63.96,26,6,1,1,29,3.5,0.7878999999999999,0.6396000000000001,0.6468482165956743,0
SV1461,5.25,2,66,64.4,18,11,1,7,20,9.9,0.6074999999999999,0.644,0.662786356614947,1
SV1462,4.12,0,86,84.9,31,13,0,9,30,21.7,0.5884,0.8490000000000001,0.8481152496990351,0
SV1463,3.39,1,72,76.93,27,5,1,5,32,18.6,0.5073000000000001,0.7693000000000001,0.7116037742360156,0
SV1464,4.82,1,140,49.71,17,16,2,5,30,16.0,0.6074,0.4971,0.6637595151075136,0
SV1465,5.81,1,87,83.63,28,14,2,4,23,10.9,0.6767,0.8362999999999999,0.6798225830340856,0
SV1466,6.06,0,136,50.21,12,13,1,5,23,6.0,0.7242,0.5021,0.6173265389735194,0
SV1467,9.41,0,84,63.82,26,6,0,5,27,13.1,0.9586999999999999,0.6382,0.7494455967539404,0
SV1468,8.16,0,98,98.28,26,17,0,6,31,18.7,0.8712,0.9828,0.781263820056475,0
SV1469,5.06,1,50,100.0,34,8,0,4,37,14.5,0.6242,1.0,0.8300442820605057,0
SV1470,7.02,0,77,59.77,30,9,1,5,23,2.5,0.7913999999999999,0.5977,0.7156540529595596,0
SV1471,5.89,0,96,73.06,24,4,2,2,29,12.6,0.7122999999999999,0.7306,0.5720989856832627,0
SV1472,6.07,0,138,78.64,31,13,1,4,26,0.5,0.7248999999999999,0.7864,0.7331801956141578,0
SV1473,6.78,3,97,100.0,22,6,0,2,24,16.8,0.6846,1.0,0.670509902929856,0
SV1474,7.43,0,132,70.61,34,7,2,1,33,7.8,0.8201,0.7061,0.6820645036450351,0
SV1475,5.99,2,109,70.85,21,15,4,5,22,4.7,0.6593,0.7084999999999999,0.6120200441391211,1
SV1476,8.1,2,139,100.0,31,13,0,8,30,16.9,0.8069999999999999,1.0,0.8344788873023408,0
SV1477,4.79,1,88,72.38,26,7,1,4,26,15.4,0.6053,0.7238,0.6812638028317585,1
SV1478,6.51,0,140,88.83,31,10,2,1,26,13.4,0.7557,0.8883,0.6541758690816716,0
SV1479,10.0,0,75,55.84,26,11,0,1,27,25.2,1.0,0.5584,0.6949001774701856,0
SV1480,6.83,0,67,75.43,28,7,0,7,29,15.8,0.7781,0.7543000000000001,0.7980043616092108,0
SV1481,8.65,0,54,53.11,16,12,2,5,25,8.1,0.9055,0.5311,0.6222362646347596,1
SV1482,6.64,0,140,62.17,26,11,3,4,28,15.1,0.7647999999999999,0.6217,0.6546404473027868,0
SV1483,7.37,0,115,90.59,23,14,0,3,28,10.3,0.8158999999999998,0.9059,0.7084256820172634,0
SV1484,6.41,1,80,77.25,33,14,2,7,32,19.6,0.7187,0.7725,0.7921285643379512,0
SV1485,6.24,0,127,73.21,24,5,5,2,25,13.7,0.7367999999999999,0.7321,0.48725052569244004,0
SV1486,5.33,1,111,66.77,22,7,2,5,29,14.3,0.6431,0.6677,0.6452574055405522,1
SV1487,7.15,0,140,74.69,23,10,0,5,28,3.3,0.8005,0.7469,0.7356983953820825,0
SV1488,5.22,0,44,82.52,23,6,0,4,26,12.4,0.6654,0.8251999999999999,0.7129710974344311,0
SV1489,7.5,0,82,92.74,23,11,1,6,28,11.7,0.825,0.9274,0.7160014338898866,0
SV1490,8.13,0,76,38.62,23,6,1,6,28,5.9,0.8691,0.3862,0.6921918916563308,1
SV1491,7.05,0,31,65.52,18,9,7,4,23,10.7,0.7934999999999999,0.6552,0.4938469825776975,0
SV1492,6.07,0,122,80.39,31,9,0,2,30,14.6,0.7248999999999999,0.8039000000000001,0.7526606992469637,0
SV1493,7.18,0,82,76.52,29,13,2,6,26,12.0,0.8026,0.7652,0.723495897411365,0
SV1494,6.04,0,112,84.05,22,6,1,4,27,3.5,0.7227999999999999,0.8405,0.6542761515939047,0
SV1495,7.9,0,140,,26,11,0,8,30,10.4,0.853,0.8201,0.8039910775734922,0
SV1496,3.75,0,79,73.43,36,9,0,6,38,9.2,0.5625,0.7343000000000001,0.874057588505375,0
SV1497,6.0,1,77,70.1,22,10,1,8,33,13.2,0.69,0.701,0.7568735645345319,1
SV1498,3.51,2,94,74.32,25,8,0,2,32,12.5,0.48569999999999997,0.7432,0.7251662376143744,1
SV1499,4.26,1,120,95.23,30,10,0,2,36,9.5,0.5682,0.9523,0.7738358695174109,0
SV1500,8.55,0,73,67.02,22,13,6,9,29,9.3,0.8985000000000001,0.6701999999999999,0.6623759747060003,0
SV1501,7.84,0,71,77.06,24,11,5,5,30,12.4,0.8488,0.7706000000000001,0.6258868879057659,0
SV1502,5.42,1,122,80.75,19,11,0,7,22,17.8,0.6494,0.8075,0.7113081538513865,0
SV1503,4.25,0,101,100.0,25,11,0,1,22,13.7,0.5974999999999999,1.0,0.666075344432553,0
SV1504,2.05,1,29,73.5,22,13,3,6,31,20.5,0.4135,0.735,0.6818735799658318,0
SV1505,5.68,3,53,92.38,26,10,0,5,28,18.8,0.6075999999999999,0.9238,0.7539910778627488,0
SV1506,10.0,0,135,,28,10,0,4,27,21.0,1.0,0.9648,0.7480043826776833,0
